date,review,rating,isEdited,userName,title,developerResponse
2023-05-24 00:30:45,"Honestly I love Genshin! It’s an amazing game, the detail they put into every single thing is amazing, you can tell this game is good quality. Ever since I got Genshin I’ve been addicted to playing, I’ve played none stop when ever I get the chance, I hardly play other games cause of home amazing it is. The characters look so detailed and the designing of the is perfect. I also love how it’s a free roam, story game it makes it so fun for many people, especially since I like to play free roam games but I also love to play story games, it’s just an amazing game all together. I also love the different “monsters” in the game like the slimes, their design is so eye catching and cute, especially the slimes that kind of follow you around and when you aren’t looking they attack those have to be the best, I also love the dragons design, fighting him was a blast, his designs were also so beautiful. I haven’t gotten to far yet but I can’t wait to see everything once I unlock more.",5,False,•Rheaya•,Genshin is great,
2022-10-19 11:20:08,"Trust me Genshin Impact is a great game, it has a beautiful landscape, the lore and story are amazing, and the characters and their designs are irresistible. But the game is not for casual players. If you want a game that’s easy to play and where it’s relatively easy to gain levels this game might not be for you. It’s is also quite aggravating to play this game without spending money but it is doable. All around this game is pretty good but there are still some bugs and voice over flaws in the beginning and it takes a lot of patience to progress in the story, main leveling system, and character leveling. If you want an immersive game that can last you for a while you will probably like Genshin. The update schedule is every 5-6 weeks but don’t rush through because then you’ll be bored for a while. The character attainment system is very addicting but don’t get your hopes up because you still might not get the person you want. If anyone reads this I hope it helped! Have a good day!",4,False,watch_fairytail_5,Great game but a few flaws here and there,
2023-05-09 11:10:59,"some people are saying that Genshin Impact is copied off of a Zelda game, and yet one of you guys spelt Genshin Impact wrong.. and a lot of whole others were saying this game copied off of Zelda. but how? in what way did they copy? Zelda, i don’t really like it, it’s kind of boring and you only get to play one character. while in Genshin if you actually play it right, it’ll be fun and adventurous, along with solving puzzles(a part in the game), and taking action. yet some of you are saying, it takes soooo long to download, or it takes up too much storage. why do you think it’s a lot of storage? it’s because they worked hard on a game and put a lot of resources to make it look good and yet your calling it a ripoff game of zelda. and it takes long to download because you need patience. anyways, other than that, great game genshin! keep it up and maybe add another nation other than Sumeru, Liyue, Mondstat, Inazuma, Fontaine, Natlan, and Snezhnaya.",5,False,KiriBakuC0CK,Other ratings on here that just make my blood boil.,
2020-12-03 03:50:56,"So I am officially addicted to this game. So much replay ability is very good in a game and this game feels like it should cost money, and deserves a 5 star review. However, as with many games, there is also a problem. The problem with this one is that it fails to run well on lower end devices. Don’t get me wrong, I am still addicted to this game. The constant crashes and massive lag spikes don’t deplete that much from the game itself, as they barely ever screw you over. I wasn’t actually going to write a review, until the lag spikes interrupted my gameplay. At the Luhua Pool, there is a quest where you have to help a man find his art supplies. However, my lag spike did not load that character. Or the door to the temple. Seeing as there was no door, I walked into the temple, without doing the quest and a supreme lack of oversight. I claimed the chests when they loaded and teleported out. Now I attempted the quest just because I need XP. So here I am, an idiot who opened a door with no chests. So now I can’t complete the quest. Thanks, game.
Please fix this I need it badly.",4,False,Resheram7777,"Great game, except for lag. and a known issue",
2022-09-28 10:02:26,"I remember when I first started to play this in 2020 hard to believe it’s been two YEARs I’ve longed on just about every day, I usually don’t get attached to games but now I’m like if I didn’t have this game in my life I wouldn’t be apart of such an amazing community and not only that but everything about this game is just amazing! Couldn’t have played a better game in my life, the truth is that I have been in search of a game like this for a while and thanks to this game I have come to the end of my search! Dam hard to believe I’ve been playing this for two years! I remember playing this on Christmas Day trying to get that last check point and hope that my phone battery doesn’t die or worse take me back to my Home Screen…I had the iPhone 8 which I believe if you have the iPhone X and up you should be able to play this game without issues, I got the iPhone 13 now and it works great! This game has brought me and my friends closer",5,False,Maddie_V,Just wow,
2022-01-05 01:02:18,"I started this game in version 1.1, so I daresay I know a lot about it.

The lore in this game is PHENOMENAL. I’ve spent hours upon hours just theorizing and exploring the world of Teyvat to learn more about the mystery of what, exactly, is happening, and who the real heroes are. The game provides just enough information to draw real conclusions and make exploration rewarding, but still reveal major bombshells in future updates. I cannot emphasize how interesting the universe and main story is. Even limited time events like both dragonspine events, the unreconcilced stars event, and the golden apple archipelago have been packed with information, stories, and memorable moments.

. The writing for many characters can be surprisingly subtle and nuanced. It’s almost as if the game offers multiple levels of understanding everything, making the game easy for very casual or young gamers and still engaging for people who love to analyze and break apart stories. 

The environment is utterly gorgeous and only gets better and better. Exploration can feel magical. Even after well over a year of playing, I still regularly discover new things. I haven’t lost that feeling of excitement, joy, and novelty. (I think the best way to get this feeling is not to play TOO much! You’ll get tired of anything if you play it constantly.)

Overall, I didn’t enter this game expecting to adore it, but here I am. Looking forward to what else Mihoyo has to offer!",5,False,Startistiq,Unique game with lots to offer,
2021-09-29 18:58:52,"Genshin Impact is a wonderful but ultimately deeply flawed game. It will enthrall new players with exciting world to explore and story to follow. Up until they reach the end of the main quest to discover there really isn’t much to do. The content you can expect at that point is limited to about 20min of gameplay in the form of grinding and dailies. At which point you’re basically done. The developers are stuck in a mindset of overly focusing on short term events which add some new boss or piece of content temporarily. The problem being that it doesn’t actually net add more content, and poof it’s gone. Any other developer would keep the exiting boss fights and mini games to cumulatively add to the permanent end game of things to do. But not MiHoYo. It would appear in an attempt to pull players in with FOMO they are handicapping the experience for players. A new player today would have not experienced nearly half of the new content that had been released over the span of a year because all of that content was temporary. That’s why after a year the game continues to feel empty.",3,False,Hopeur Mad,"A lovely, but ultimately flawed RPG",
2021-09-29 00:25:47,"I absolutely love and adore this game and the characters. I’ve been playing since launch and have spent quite a bit of money on this game. It was fun to watch it grow and get the appreciation I thought it deserved at launch. 

However, after one year of ups and downs with the game. The anniversary for the game is finally here and do you know what the company decided to do to show their appreciation? They give out 10 intertwined fates (Not even close to a guaranteed 5 star) and use the communities creative talents to promote their game even more. It’s honestly just so sad and disgusting because we’ve had other events that have felt more anniversary like than this one. Heck, even at launch they gave like 40 wishes!! And after a year of success, Mihoyo has turned greedy. I won’t be spending any more money on this game because Mihoyo needs to show appreciate for their player base and community.  Giving away a standard 5 star character or weapon would not have even put a dent in their profits, it’s ridiculous. 

On top of all the outrage from the player base about this hella underwhelming (understatement) anniversary, Mihoyo chooses to stay quiet amidst of it all and not even respond to their player base.",1,False,Apexxie1012,Greedy Company,
2021-09-28 17:01:07,"I've been playing since launch, and am currently AR 57. All the positives you hear about this game are true. The lore, atmosphere, music, combat, everything is great. Unfortunately, all of this is rendered null by an extremely greedy company that has consistently alienated and recently, have tried to SILENCE its own playerbase. Instead, the new content they put out hand us nothing but scraps, and endgame content is already barren as-is. They refuse to listen to our feedback, and as of the current 1 year anniversary event, refuse to give us any kind of worthwhile reward, especially when compared to other gacha games and are currently undergoing damage control by outright deleting complaints off of various social media. Not only that, but the game as a whole is taking a turn for the worse by constantly releasing new characters that have subpart/undertested kits that lack proper synergy, which is incredibly important for this game's combat system. Once again, instead of listening to our feedback about this, we're constantly ignored and basically told to ""take it or leave it."" If that's their philosophy, trust me, before you get in too deep, leave it.",1,False,utkaar,"As a long time player, I recommend you stay clear.",
2021-06-26 16:55:40,"Hi, I have been playing genshin for a long, long time and at this point I’m on AR 50. I cannot express how much this game has helped me, through even in real life situations. From Diluc talking in riddles, to Paimon complaining about everything in her way, this game is hilarious and I even wish I could spend more money on the game, despite it not being a ‘pay to win’. Then again, the fact that Genshin is not a ‘pay to win’ is very rare for gacha games if you will, and this makes me happy to see. Most of the things in the game depend on chance, like getting certain characters. You can’t just go to Paimon’s bargains, swipe a card, and kill Stormterror or get Diluc to level 100. In Genshin, you have to work for what you have. May I also add, that the character designs are adorable, and they keep getting better and better! The animation is the smoothest I’ve ever seen in a game, and I cannot even fathom how hard the team worked to create, and are improving, Genshin Impact.",5,False,TRIGGERED_SOPHIA,I love this game!,
2023-02-05 20:02:41,"I love this game and have played it for about a year.  I would give this 5 stars except for an issue that I find very unfortunate.  Rewards collection. 

Be careful when looting, their is not an auto loot setting and you can accidentally leave a dungeon without your rewards.  I recently lost high level loot after barely finishing a dungeon.  I needed that loot.  Dungeons at different levels have different ways to collect rewards.  I imagine this occurs because of different devs working on different parts of game play.  Even for something that appears as auto delivery loot often requires you hit a “confirm” key to get it.  That’s what happened to me - why can I leave without my rewards?  I didn’t play it just to look at the rewards.  That loot should also auto deliver to my mailbox as tons of other games do.  

Developers please take a look at providing a consistent structure to rewards collection- it would be a huge help. Then I can focus on actually playing the game!",4,False,Indicia360,Great Game - Dev needs to take a look at loot system,
2020-10-25 05:36:31,"I do really like this game. The art style combined with solid mechanics and an interesting story make it worth playing alone. That said, there are things that do need to be fixed. Early on they throw a lot of free stuff at you (as most f2p games do) and there is a decent amount of content to keep you occupied. The problems start once you hit adventure rank 20 or so. After awhile the game literally becomes pay to play. You have the energy to do a max of 6 missions (depending on the mission, could be as low as 2.) you are basically given a choice, save the daily gems you get to do a free 10 summon once a month, or use them to get more energy so you're able to upgrade and level up characters and gear. Despite this I do really enjoy the game and will continue to play, but if the current resin system doesn't change or they don't add other free ways to just play the game then I will be abandoning the game. Definitely worth checking out for now. Without a few changes in the future I would definitely say pass and spare your wallet.",4,False,TiuMars redux,Great game at the start....,
2022-08-22 20:42:24,"The game and it’s company definitely has shown previously that it can be respectful and interesting when taking inspiration from actual cultures around the world, which further helps the feeling of diversity through its stories. Each nation is rich in lore, and characters are able to have personalities and backstories that can keep you playing. 

However, with the soon to be release of Sumeru, a glaring problem has shown itself to be the very thing I compliment the game for: taking inspiration from actual cultures. Because it’s one thing to research and explore peoples cultures to use it in a fantasy setting to show the beauty and history of it, and another entirely to then remove any ethnic features from your characters and also make one of them a straight up stereotype of a greedy merchant. This game has been something I’ve followed for a year and a half, and while I was aware at the start that Genshin had a colorism problem I’m surprised it’s gone this far when I really shouldn’t have been. I’m not even really excited for Sumeru to drop at this point. I’m more just waiting to see the fanbase’s reaction and what’s going to happen after.",1,False,StarrStar,I would’ve rated it 5 stars tbh,
2022-02-26 03:40:15,"While I was reading the reviews I saw a lot of people saying “this is a P2W game!” To all those people, I wish you would take a good look at the game. This is a game that is still going. If you are joining late then I can get why you would think it is P2W because of all of the characters. BUT THINK ABOUT IT! Some of the BEST teams out there are made of ALL 4* characters! They don’t even have to be maxed or have the best artifacts. Those videos that tell you which builds are great are just telling you their recommendations, NOT a FACT that they are 100% always best with those 5* weapons and artifacts. Also, to the people who gave bad reviews because of glitching and other technical issues, please check your storage. I used to have a 16GB Ipad (which was really old) and when I tried Genshin it was pretty laggy, so it may be your storage. Sorry if anyone read all this and had no issues, but this was just really bothering me.",5,False,老东营,Okay. This is to all of the low reviews.,
2021-10-05 21:23:06,"Genshin Impact is so successful and deserves that all, I play the game non-stop and can never put down my phone! I love it so much and the game is just amazing. The open world to go anywhere is amazing, with the sights and the realistic touches, along keeping its own design aswell is so smart. The fact the combat makes sense and is easy to do is AMAZING!! The game is so easily good and difficult, it’s not too easy but not too difficult. Knowing I can build a dream team is awesome too, but as saying that… it’s way too difficult. I have tried for almost a year now to get the latest characters but they leave too fast, and are way to hard to get. No matter how much you sit and play the game, it’s like it’s pushing you to keep playing or spend money.

Genshin has its flaws but it’s an awesome game, and the fact you need to work hard is the point, to strategize and be hardworking for what you want! It’s a 10/10 game and I definitely recommend you play it!",5,False,Your New Player!,Genshin is a blessing,
2021-10-01 04:18:05,"Besides the anniversary drama currently, I would like to throw in that this is a free game and you don’t even have to play it… some people act like they have to play it when that’s not good at all. Having that mindset only gets you stressed. It’s ok to take breaks if you’re upset about the rewards or just tired in general. Onto my review, I absolutely love Genshin impact. I don’t like the gacha aspect, I really only participate just for, like everyone does, the characters I love, but that’s not my main focus. I think the main things I love about Genshin is the co-op experiences, the story, the scenery, etc. For me, it’s like an escape. It’s unfortunate that the community has resorted to review bombing not only Mihoyo’s apps, but other apps that aren’t even associated with Mihoyo. They’re making the community look like fools. For me personally, I really could care less about the rewards as long as we’re getting something. So Happy Anniversary Genshin impact and I look forward to the years to come <3",5,False,Anon111111110,Genshin Impact.,
2021-09-29 23:36:16,"This game is not just a fight n' grind simulator, no, it is a very special game to me because ilit has everything i need. this is an ongoing/indevelopment game that gets better and better by almost every day. It has new and exciting events almost every week and most importantly: this game can be played without paying even a single dollar. yes this game is for free and the thing that got me all over this masterpiece is that this game has very caring developers who do all they can to make u feel comfortable by playing their creation. their live is not only shown by updating the game and giving us events. they express their grattitude and thanksgivin to their fans and adventurers openly by making videos events and etc.
to be honest i wasn't going to write anyhing about this game, i was just going to play like i always do but the thing that changed my mind was a simple letter from the developers thanking their players just because. YES they gave us rewards just for playong this game and this is why i love it. not because of the rewards, but because of the people who show their grattitude to us and i wanna do something to pay them back. hope tou will like this game too. Love you Genshin and Love you Mihoyo <3.",1,False,ILuRa02,Love This Game,
2021-09-28 16:35:42,"literally played since day one done most almost all events, the game itself is decent at best after the honey moon phase. The game play loops get boring after a while with events just recycling the same ideas over and over again, daily login, mine, resin, and i forget the last one cause its all so boring, farm artifacts because you can never get the ones you want, and roll the stats for it, this whole game is a cash grab after you run out of story, and the only end game content is the abyss, which gets boring to do. Events feel like a chore after a while just to make the game feel new or relevant, but honestly the game just feels like its a giant chore and with story quests being tied to semi monthly updates and content it loses its magic every update fast after while. Then the anniversary just shows they dont care and want money from us with a 10 wish pull item and some scraps of resources. Its honestly laughable at how little they gave back to the community after a year of supporting them. Its been a grindy ride but honestly the game is boring to me and the company that runs it is greedy, even with buffing weak characters so whatever i’ll look for a new game or something.",1,False,Masieks,anniversary is bad,
2020-11-08 22:27:41,"I usually hate games like these because they require skill to play, but this game requires no skill. The amount of serotonin I got from this is amazing. I especially love the amount of voice acting in this game along with the graphics. I also think it’s a very nice feature to have a time and weather cycle going even if you’re sitting idly by. You also get to cook foods and ingredients with items you have collected on the ground or have bought with the game currency which I think is a very nice side feature. I do have a question though, I noticed that we get to form bonds and friendships with the characters but does it go any farther than that? If so I think that’s really interesting. I’ve been playing since yesterday and I’m already in love with this game, the plot, and the characters. If you’re reading this to decide if you want to play the game or not, I highly suggest it. It’s not a pay to win game, in fact I don’t think there are any in-app purchases though you’ll have to check.",5,False,DuolingoBirb,10/10,
2020-11-02 06:26:49,"This game is AMAZING. It takes place in a fantastic open world rich with lore, scenery, and people. The gameplay mechanics are easily learned and the player characters are all very unique. Quests are easy to understand, but difficult enough that some might take some actual planning to beat. The leveling system is simple and gets increasingly harder as you go on. There are  multiple different types of puzzles out in the world that give rewards when completed. Other features such as gliding and cooking will never not be fun to do. 
It’s truly an amazing game. 
However, it’s also prone to lag and random crashes. I’m nearly 100% sure it’s due to the massive amounts of data within the game that they let you download all of at the beginning of your journey. The crashes can take place at the worst times, but they miraculously always start you back off only a few steps from where you were. 
Other than the lag and crashing, I have nothing but positive experiences playing this game. 
This game IS worth the hype.

EDIT: after about a week of playing, the crashing has almost completely stopped, though once in a blue moon does it happen again. The lag also becomes less common, though not to the same rate as the crashing. Lag occurs mostly in battle, and while it can get annoying, it’s understandable with all of the fire, magic, and claymores being thrown around. 

Still an amazing game, just thought I’d add this.",5,False,CakegirlofKeralis,GREAT game,
2023-07-07 23:57:01,"I cannot believe that I’ve been playing Genshin impact for over 2 years. During the pandemic, it was hard dealing w/ everything and I would get bored enough that I would just sleep to spend time. But when I found this game, it was a life changing experience! Well — atleast a game that made my life a happy one. And because of the pandemic, I couldn’t meet my friends or play w/ them a lot. But when I started playing this game, it allowed me to join others or have others join my world to make the experience even better. Not only was the game fun, but being able to feel this joy while playing w/ others made it well over amazing. I love this game w/ all my heart and it’s one of my top 5 favorite games☺️. I must thank you, Hoyoverse, for making this game. It really has made my life happier, even if it was in the slightest ways possible(which, may i say, did much more then the slightest of changes😉).",5,False,Jdu iaosowhchwh hbehdhd,Appreciation of this game during the pandemic,
2024-01-27 18:55:49,"The fact that this game is free is crazy. Amazing open world adventure with a great story and fun battle system. 

But bro… Honkai Star rail might be up there with FFX for best return based RPG, from the same company mind you as Genshin, and they regularly show their appreciation with excellent rewards, expanding end game content, and unique fun events. Meanwhile unlike project lead for the Honkai series David Jiang, Cai Haoyu, project lead of Genshin and Company CEO with a reported networth of 3.1 Billion dollars… does not respect players. Guy straight up went on the livestream for the biggest cultural exchange event of year, the thing that lets them have favor with the Chinese government and subvert some of the national gaming laws, and said for your loyalty we are giving you a 2.8% off coupon for the next five star you sink an average of 105 wishes on (the average amount of wishes to get a limited banner five star)

I love the game. But I’m standing with the CN community as a global community member and  asking that the company to respect players for their loyalty if they say that is their reason. I mean my barber gives me a free haircut once every 10 for my loyalty punch card and I guarentee their owner isn’t a billionaire.",1,False,I look I'm b,Excellent game but Cai doesn’t respect loyal players like David Jiang,
2023-07-05 00:45:11,"As someone who loves free to play games this is free! Yes, I know it takes a long time to download, set up, and sign in/sign up but it’s worth it! The graphics are high and the game play is smooth. Yes commissions are a chore and the quests take a long time but it’s still pretty good, just because it takes a long time doesn’t mean the whole game is bad! I personally really enjoy exploring and figuring out puzzles and fighting! Yes you may lose 50 50 to qiqi but who hasn’t? Lol. Anyways, this game is a solid 4.7/5, takes a bit to get started but it’s fun! I met many kind and nice people here! I met people from different cultures and countries that I may have never known! So for those who put a 1 star for it taking a long time to upload or the updates are slow, the developers put their time into making this a high quality game! Plus other games are also like that. Thank you for reading this! I don’t do reviews a lot~ I really enjoyed this game!",5,False,DAY-honest reviewer,Honest Review,
2022-07-17 02:59:46,"The game is really fun. There’s lots of places to explore, a story behind every character, and you can play with your friends. But there are some things that bother me.
First, the game takes up a lot of storage if you play on mobile. Second, sometimes the game gets really laggy, but it’s not really a problem for me. Third, if you really want a specific character, you’re going to have to work hard, complete a lot of quests, and save up your primogems to even get a CHANCE to unlock a character. Fourth, even though this game is free to play and you don’t have to pay real money, it gets annoying when the only option you have left is to pay money for in-game currency to buy things. I’ve never spent any money on this game, but I just wish there were easier ways to get wishes.
If you’re thinking of playing this game, I would recommend it. There’s some flaws, but this game can be challenging and fun at the same time.
Sorry for the long review, but have a good day!",4,False,TheFÖX,"It’s okay, a few problems",
2023-01-06 09:52:54,The game is amazing the graphics the story is just amazing but they are issues. Once u reach ar 45 or higher the game does get boring and no longer fun but some might disagree. 2) the wishing system is a problem more likely the weapon banner. Adding the the path systems is extremely useless tbh like the system was fine before WHY CHANGE IT INTO SOME MORE EXPENSIVE like I know your trying make a profit an all but add this new system into the weapon banner is just you asking for more people to spend on it for your own greed. 3) going back to the weapon banner system u at the same time don’t even give good or enough rewards to make up for the your useless weapon system if u gave some actually good rewards then maybe  the weapon banner wouldn’t be useless and even if it still was useless you giving good rewards would make up for it. Sorry but I’m giving this a solid 3 if u want higher rates then remove your useless weapon system.,5,False,shanzay awab,Is greed coming to them,
2020-11-30 03:27:05,"So, when I got this game I was super exited! But when it comes to those scenes? Well it stays on a picture of it, it kinda makes the sounds.. some what but I can’t see anything, it’s like the game is going to crash but it isn’t.. I’m playing on my iPad, does that have to do anything with my problem?? And when i log on, I’m logged into my Game Center account but it says I have to go back to it, and when I don’t swipe the game up and restart, it crashes but that what I have to do to play it, what’s up with that?! I wanna play the game, not stare at nun all the time or whatever, but enough of me complaining, I just love all the details to this game, it is a remake of hanikai impact, (if that’s how you spell it) although I haven’t payed hanikai impact yet, or downloaded it.. so I’m not sure how good it is compared to this game, BUT I would recommend playing this game because it’s a super good game to play, only if your interested in fighting a lot and surviving, not too too much for survival but I still love it.

Have a great day, please consider what I said. Choa~",4,False,Azsx@234,Amazing but super laggy (please read),
2022-03-06 20:36:00,"I have been playing this game since June 2021 and it was extremely fun for a while. Until it started to show that the developers don’t really care about their players and only care about the money. It gets stressful and annoying and starts feeling more like a chore than anything else after you keep playing. It’s more fun if you have tons of money because that means you would be able to get the 5 star character you want. Because F2P players can spend months farming for primogems to get the character they won’t, only to lose the 50/50 and having to farm all over again and it just takes up a lot of time that most people don’t have. It would be really nice if the developers could make it more F2P friendly instead of having this as a game for whales and for people with money to just throw at it. And the anniversary gifts could be better. You make enough money from this game to give us a better thank you gift because without your community and players, this game wouldn’t of become as popular as it has. So please work on making it more fun for your F2P players. Thanks.",2,False,kitekai01,Definitely NOT F2P friendly,
2021-09-28 19:14:49,"I love playing Genshin; the characters are amazing, the gameplay is satisfying and the art looks beautiful. My problem comes with everything else; barely any quality of life changes since the games release, no new end game content added but plenty of other filler stuff (teapot aka housing, new RNG based rewards to bang your head against and new characters that you can’t even use if you’re new to the game) and stingy business practices with outside game events leave a bad taste in my mouth whenever I’m not playing the game. If I had a full team of the characters I wanted and I could use them in some fun content that shows what a good action rpg this game is I would give five stars easily but as it stands I’ve been playing since the release casually and I have a few half built teams with bad rng artifacts. That means I struggle with content at my world level and am constantly grinding for materials to level up, not a very fun part of the game. If you love gambling you rewards and constantly grinding the same few fights every day download away but unless some things are fixed I will not change this review.",2,False,Crazyoccupation,"Fun game, lackluster everything else",
2021-08-20 21:49:35,"I’ve been playing this game, as of today, for six months now and I’ve never gotten bored.  The story is interesting, the characters are wonderful—everything about the game is absolutely stunning. I’m Adventure Rank 54, soon to be 55, and there’s still a lot to do, even though I’m an endgame player.  This game has kept me hooked for hours on end, with something different to do everyday.  Whether that be farming for artifacts, ascension materials, doing the spiral abyss, exploring, or doing quests, I never feel like there’s nothing to do.  Though the wish system is a little tedious at times, at least you have something to look forward to as you finish your commissions, explore, do quests, etc.  I now have level 90 Kazuha, Tartaglia, and Diluc, and I’m still building them, even though I’ve maxed out their levels.  

Anyway, this game is wonderful and it has inspired so many people, including myself.  Keep up the great work, Mihoyo! :)",5,False,{Lunarr},This game is amazing!!!,
2021-07-21 02:19:14,Sadly Genshin has a few limitations. I wish that it was more compatible with most devices but I’ll take what I can get. I play on mobile due to the fact it’s not compatible with both my laptops. On mobile there are a few issues. Whether it kicks you out or just freezes. But still it is still impressive to be able to play on mobile. I think the plot and the idea of the game is good! I honestly really like the adventure aspect of the game. Getting to do and walk wherever you want is quite fun! Having the freedom to grant any of your wishes. The characters are cute! Just like any Gacha game! It’s sooo tempting to just spend primogems and money on every character. I think that in the beginning It wasn’t as intriguing but once you get past the “fighting dvalin” it definitely starts setting in. I like how most of the quests seem to connect to the plot. The graphics are to DIE for. It’s a really great game! And I think I’m already obsessed.,5,False,emily fadenholz,Great game! But a few issues.,
2021-02-01 00:04:22,"I really love this game a lot. I’ve never played an open world game like this and I see what people mean when it is compared to BOTW. There are so many amazing qualities about this game that I could go on forever.
My issue and small complaint is something I believe quite a few others are noticing as well; the lack of mobile to ps4 cross save feature. I currently have the mobile version but the data this game takes up is horrendous! I have a ps4 that I could play on but I don’t want to start an entirely new game in order to switch platforms. Because Genshin Impact does have a feature to transfer saves from mobile to PC, I remain hopeful that the same is given to ps4 as well.
I don’t know whether creating a Mihoyo account would allow me to transfer my data; I can’t seem to find any answers regarding this anywhere.
Genshin Impact is an absolutely beautiful and astounding game but it would be much better enjoyed if it was possible to transfer mobile data to the ps4 for a better immersive experience.",4,False,Pufuai,Great! But needs mobile to ps4 cross save,
2024-03-29 02:29:32,"I know this game makes u want to stay inside and ur told go touch grass or something. But this game practically is u outside. U can take in the scenery and listen to the soothing tracks. Ever since the summer of July of last year, I have been enjoying this game. But I have some problems w/ this game. DIALOGUE and GACHA SYSTEM. Let me explain. I love the wishing system and all and its in all the other games, but ur pity to get a character is way too high. There have been times where people got a five star character on a one times wish but their pity had to be super high. Its really annoying for people who r f2p. Also the dialogue. It is so long that if I do a quest all at once it takes me at least 2 hours. I remember doing the Fontaine quest w/ breaks at least 3 or 4 hours. But overall its a really good game. It helped get rid of my pain and suffering just by tapping a few buttons",5,False,genshingirlie,Great game for people who enjoy going outside and enjoying scenery but there are some problems,
2023-01-18 01:52:52,"I’ve been playing on and off since 2020 and every time i come back there are fun things to do but then i get bored again. Sometimes i wish that we could dress up the characters instead of having set outfits, i know that they are putting out different outfits but sometimes i wish we could mix and match. I love all the characters and the lore behind everything is really cool and ties together well, i think they should definitely add more diverse skin shades on characters from the regions that are supposed to have darker skin shades. I think the new regions are absolutely beautiful and can’t wait for the other ones the scenery from all of them are beautiful. I love genshin and again i’ve been playing on and off since 2020 and if i’m playing again right now than that means that there are more fun things happening lol, but this game can be slow at times and you can get bored easily so play if you think you’ll enjoy it.",5,False,i literally hate it here,Fun game,
2022-07-04 04:48:55,"I’ve been playing since may 5th 2021, I’m a few XP away from AR 58, I log in every single day and play for hours, I have multiple high AR accounts, I play on all servers. Very clearly I love this game but there is very little skin tone diversity. currently in game there are 3 non-paper white characters. Xinyan, Kaeya, and Bennett. These are the only characters in this whole entire game including NPCs that aren’t literal white.

The current available regions Mondstadt, liyue, and inazuma are based off Germany, China, and Japan, respectively. Germany I can kinda understand but China and Japan?! No way! China and Japan are very skin tone diverse countries, although skin lighting creams and skin lighting filters are very popular in these places it doesn’t change the fact that their people have a wide variety of skin shades, I have seen East Asian people darker than black people.

and in the new region Sumeru which is based on the SWANA regions which tend to have more dark skinned people, yet in the new trailer every single NPC is titanium white, as well as some of the characters from sumeru have been leaked and they’re lighter than any other characters. This is very disappointing. Hoyoverse, Please, please care about your fans. 🙁",1,False,Scaramouche banner when?,Needs skin tone diversity.,
2021-10-03 01:50:22,"Genshin is truly a unique gem of a game. The world and art style is absolutely gorgeous. The story, for the most part, is well written. The characters are amazing and they keep introducing new ones to fall in love with. The game gets constant updates to always give you something to do or something to look forward too. 

Now to address some concerns. The biggest thing people talk about is the gacha. Everyone wishes it was more generous but I don’t mind it. If you save you can get the character you want. I only buy the bp and monthly moon but even if you took away half my 5 stars I would still have a lot. 

The biggest problem I have with the game is the artifacts. I just wish there was some way to have a artifact pity system. My poor Klee still doesn’t have a good crown even after many, many tries. But overall this problem isn’t enough to lower it a star. This game is fantastic and I don’t see myself stopping anytime soon.",5,False,Cromer776,You get what you put in,
2021-04-05 16:36:52,"I really didn’t get the hype over this game when i first saw it, it looked liked every other game out there. But when i downloaded it i was impressed. The characters are well made, and the storyline is what makes this game interesting. I found no holes in the storyline, the characters are easy to play, fun to look at, and the powers are very satisfying to use. The graphics are really nice, and this game requires no money to be able to progress further, and to be a good player. The only flaw is the amount of gb it takes, and the lag. Also it can be frustrating when you are in the middle of a boss fight and it kicks you out, and when you join back you are at the start of the mission and your all your food that you used in the fight is gone. This game also requires a lot of grinding, and time, but I still can play for up to an hour and get good results. Would definitely recommend. (ps, don’t use lisa for climbing)",5,False,gamecrictic 101,Great storyline and characters!,
2023-11-14 02:41:24,"Breathtaking scenery, sensational character design, gorgeous OST, delightful combat mechanics (& visuals), enthralling storytelling, flawless voice acting, and so, so much more. Not once in the [nearly] two years since i got this lovely game have i ever considered dropping it. What Genshin Impact does better than any other game i've played is, on all aforementioned fronts, achieve the pinnacle of quality and balance each element for a cohesive extremely high-quality experience. Everything about this game is done with a polish you can otherwise only find in other high-end AAA titles. The exceptionally gifted dev team keeps outdoing itself with every installment to the game and shows no signs of slowing down. This is an experience i can wholeheartedly recommend to anyone that enjoys a beautifully written story, an expertly crafted soundtrack, an engaging and rewarding combat system, downright stunning art direction and effects, and ANYTHING else one may enjoy about a video game.",5,False,joshxkunz,A genuine masterpiece,
2020-12-27 00:24:39,"The tldr is. If you don’t own a switch and always wanted to play breath of the wild, go head and give this try. If you own a switch just play breath of wild. 
If u want to play this game because of a certain character, then good luck. After 60+ pulls I’ve got 8 characters, 3 of them are different characters the other five where duplicate of same person, the other 52 things from the pulls are weapons. Why weapons/items don’t have their own banner is beyond me. And if u think “will I’ll just reroll until I get the person I want”, it takes u 30-40 minutes to hit lvl 10. Which is when u get ur second x10 free roll, so with the odds on the banners you might be rerolling for days and u can’t skip cut scenes. Yes you can play this game with any character but if your like me and a certain characters combat is what caught your eye to begin with, don’t hold your breath when it comes to getting that person

After play for couple months and getting to world lvl 6, u got to love how something just straight up insta-kill ur toons. Doesn’t matter if u have 3-4 lvl 20 artifacts and lvl 80, something still just kill you in one hit regardless if ur full hp",2,False,xDirtyDancerx,Combat 4/10 Graphics 6/10 Gacha odds 2/10,
